,ID,Smiles
Isocytosine,1048,Nc1nc(=O)cc[nH]1
Lobeline (hydrochloride),1049,CN1[C@@H](CC(C2=CC=CC=C2)=O)CCC[C@H]1C[C@H](O)C3=CC=CC=C3.[H]Cl
Taxifolin,1050,O=C1[C@H](O)[C@@H](C2=CC=C(O)C(O)=C2)OC3=CC(O)=CC(O)=C13
Marbofloxacin,1051,O=C(C(C1=O)=CN2N(C)COC3=C(N4CCN(C)CC4)C(F)=CC1=C32)O
Curcumol,1052,O[C@@]1(C2)[C@H](C(C)C)C[C@]3(O1)[C@@H](C)CC[C@@]3([H])C2=C
Phthalylsulfathiazole,1053,O=C(O)C1=CC=CC=C1C(NC2=CC=C(S(=O)(NC3=NC=CS3)=O)C=C2)=O
Psoralen,1054,O=C1C=CC2=CC3=C(OC=C3)C=C2O1
Chloroxine,1055,OC1=C2N=CC=CC2=C(Cl)C=C1Cl
Schisandrin C,1056,C[C@H]([C@H](C)C1)CC2=C(C3=C1C=C4OCOC4=C3OC)C(OC)=C5OCOC5=C2
Mupirocin,1057,O[C@@H]1[C@@](CO[C@@H](C/C(C)=C/C(OCCCCCCCCC(O)=O)=O)[C@@H]1O)([H])C[C@H]2[C@@]([C@@H](C)[C@@H](O)C)([H])O2
Raspberry ketone,1058,CC(CCC1=CC=C(O)C=C1)=O
D-Ribose(mixture of isomers),1059,O=C[C@@H]([C@@H]([C@@H](CO)O)O)O
Nestoron,1060,CC([C@]1(OC(C)=O)[C@@]2([C@]([H])([C@@]3(CCC4=CC(CC[C@@]4([C@]3(CC2)[H])[H])=O)[H])CC1=C)C)=O
(±)-Carnitine (chloride),1061,C[N+](C)(C)CC(O)CC(O)=O.[Cl-]
Kaempferide,1062,O=C1C(O)=C(C2=CC=C(OC)C=C2)OC3=CC(O)=CC(O)=C13
ATP,1063,O[C@@H]([C@H]([C@H](N1C=NC2=C1N=CN=C2N)O3)O)[C@H]3COP(O)(OP(OP(O)(O)=O)(O)=O)=O
Santacruzamate A,1064,O=C(OCC)NCCCC(NCCC1=CC=CC=C1)=O
Ceftibuten (dihydrate),1065,O=C(C(N12)=CCS[C@]2([H])[C@H](NC(/C(C3=CSC(N)=N3)=C\CC(O)=O)=O)C1=O)O.O.O
Dihydroisotanshinone I,1066,O=C1C2=C(C3=C(C=C2)C(C)=CC=C3)C(C4=C1C(C)CO4)=O
Eupatilin,1067,O=C1C=C(C2=CC=C(OC)C(OC)=C2)OC3=CC(O)=C(OC)C(O)=C13
Butein,1068,OC1=CC=C(C(/C=C/C2=CC(O)=C(O)C=C2)=O)C(O)=C1
Glycitin,1069,O[C@H]1[C@H](O)[C@@H](CO)O[C@@H](OC2=CC(OC=C(C3=CC=C(O)C=C3)C4=O)=C4C=C2OC)[C@@H]1O
Aminooxyacetic acid hemihydrochloride,1070,OC(CON)=O.[H]Cl.OC(CON)=O
Schisandrin B,1071,C[C@H](C1)[C@@H](C)CC2=CC(OC)=C(OC)C(OC)=C2C3=C1C=C4OCOC4=C3OC
D-Panthenol,1072,O=C(NCCCO)[C@H](O)C(C)(C)CO
"4,5-Dicaffeoylquinic acid",1073,O=C([C@]1(O)C[C@@H](OC(/C=C/C2=CC=C(O)C(O)=C2)=O)[C@@H](OC(/C=C/C3=CC=C(O)C(O)=C3)=O)[C@H](O)C1)O
Shogaol,1074,OC1=C(OC)C=C(CCC(/C=C/CCCCC)=O)C=C1
Sulfaquinoxaline sodium salt,1075,O=S(C1=CC=C(N)C=C1)([N-]C2=NC3=CC=CC=C3N=C2)=O.[Na+]
Bergapten,1076,O=C1C=CC2=C(OC)C3=C(OC=C3)C=C2O1
Amentoflavone,1077,O=C1C=C(C2=CC=C(O)C=C2)OC3=C(C4=CC(C5=CC(C6=C(O)C=C(O)C=C6O5)=O)=CC=C4O)C(O)=CC(O)=C13
Pregnenolone,1078,C[C@@](C1=CC2)(CC[C@H](O)C1)[C@]3([H])[C@]2([H])[C@@](CC[C@@H]4C(C)=O)([H])[C@]4(C)CC3
2-Methylpentanedioic acid,1079,O=C(O)C(C)CCC(O)=O
Dihydrocoumarin,1080,O=C1CCC2=CC=CC=C2O1
PSI-6206,1081,O=C(NC1=O)C=CN1[C@H]2[C@](F)([C@@H]([C@H](O2)CO)O)C
3-Methyladipic acid,1082,O=C(O)CC(C)CCC(O)=O
Cryptochlorogenic acid,1083,O=C(/C=C/C1=CC(O)=C(O)C=C1)O[C@@H]([C@@H]2O)[C@@H](C[C@](C(O)=O)(O)C2)O
(-)-Epicatechin,1084,O[C@H]1[C@@H](C2=CC=C(O)C(O)=C2)OC3=CC(O)=CC(O)=C3C1
DL-Borneol,1085,O[C@@H]1[C@@]2(C)CC[C@@H](C2(C)C)C1
Phloretin,1086,O=C(C1=C(O)C=C(O)C=C1O)CCC2=CC=C(O)C=C2
1-Naphthaleneacetic acid,1087,OC(CC1=CC=CC2=C1C=CC=C2)=O
Sudan III,1088,OC1=CC=C2C=CC=CC2=C1/N=N/C3=CC=C(/N=N/C4=CC=CC=C4)C=C3
Astragaloside I,1089,O[C@H]1[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@]([H])(O[C@@H]2C(C)(C)[C@@]([C@@H](O[C@@]3([H])[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O3)C[C@]4([H])[C@@]56CC[C@@]7(C)[C@@]4(C)C[C@H](O)[C@]7([H])[C@]8(C)O[C@H](C(C)(O)C)CC8)([H])[C@]5(C6)CC2)OC1
Diosmetin,1090,O=C1C=C(C2=CC=C(OC)C(O)=C2)OC3=CC(O)=CC(O)=C13
Sesamol,1091,OC1=CC=C(OCO2)C2=C1
Piperine,1092,O=C(N1CCCCC1)/C=C/C=C/C2=CC=C(OCO3)C3=C2
Hesperetin,1093,O=C1C[C@@H](C2=CC=C(OC)C(O)=C2)OC3=CC(O)=CC(O)=C13
Phlorizin,1094,O=C(C1=C(O)C=C(O)C=C1O[C@H]2[C@@H]([C@H]([C@@H]([C@@H](CO)O2)O)O)O)CCC3=CC=C(O)C=C3
Bedaquiline,1095,BrC1=CC=C(N=C(OC)C([C@H]([C@@](C2=CC=CC3=C2C=CC=C3)(O)CCN(C)C)C4=CC=CC=C4)=C5)C5=C1
Tripterin,1096,OC1=C(C2=CC=C3[C@](C)([C@]4(CC[C@]3(C2=CC1=O)C)C)CC[C@@]5(C)CC[C@@](C(O)=O)(C[C@]54[H])C)C
Pentamidine (isethionate),1097,N=C(C1=CC=C(OCCCCCOC2=CC=C(C(N)=N)C=C2)C=C1)N.OCCS(=O)(O)=O.OCCS(=O)(O)=O
Gambogic Acid,1098,O=C(O)/C(C)=C\C[C@@]1(C2=O)OC(C)(C)[C@@](C[C@@]2([H])C=C34)([H])[C@]31OC5=C(C(O)=C(C=C[C@](CC/C=C(C)/C)(C)O6)C6=C5C/C=C(C)\C)C4=O
Cefozopran (hydrochloride),1099,[H]Cl.[O-]C(C(N1[C@@]2([H])[C@H](NC(/C(C3=NSC(N)=N3)=N\OC)=O)C1=O)=C(CS2)C[N+]4=C(C=CC=N5)N5C=C4)=O
Fucoxanthin,1100,O=C(/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C([H])=[C@@]=C([C@@]1(O)C)C(C)(C[C@H](OC(C)=O)C1)C)C[C@]2(C3(C)C)[C@@](C)(C[C@@H](O)C3)O2
Echinacoside,1101,OC1=CC(/C=C/C(O[C@H]2[C@H](O[C@H]3[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O3)[C@@H](O)[C@H](OCCC4=CC(O)=C(O)C=C4)O[C@@H]2CO[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)=O)=CC=C1O
Melatonin,1102,CC(NCCC1=CNC2=C1C=C(OC)C=C2)=O
Gynostemma Extract,1103,O[C@H]1[C@H](O)[C@@H](CO)O[C@@H](O[C@@H]2C(C)(C)[C@@](CC[C@]3(C)[C@]4([H])C[C@@H](O)[C@@]5([H])[C@@]3(C)CC[C@@H]5[C@](O[C@@H]6O[C@H](CO[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)[C@@H](O)[C@H](O)[C@H]6O)(C)CC/C=C(C)\C)([H])[C@]4(C)CC2)[C@@H]1O
L-Glutamic acid monosodium salt,1104,[O-]C(CC[C@H](N)C(O)=O)=O.[Na+]
Afalanine,1105,O=C(O)C(CC1=CC=CC=C1)NC(C)=O
Orotic acid,1106,O=C(C(NC1=O)=CC(N1)=O)O
Chelerythrine Chloride,1107,C[N+]1=CC2=C(C(OC)=CC=C2C3=C1C4=CC5=C(OCO5)C=C4C=C3)OC.[Cl-]
Indole-3-carbinol,1108,OCC1=CNC2=C1C=CC=C2
Vinblastine (sulfate),1109,[H][C@@]12C[C@@](C3=C(OC)C=C(N([C@]4([H])[C@@]56[C@]7([H])[C@](C=CCN7CC6)(CC)[C@@H](OC(C)=O)[C@@]4(C(OC)=O)O)C)C5=C3)(C(OC)=O)C(NC8=C9C=CC=C8)=C9CC[N@](C2)C[C@](O)(CC)C1.OS(=O)(O)=O
3-Methoxytyramine,1110,OC1=CC=C(CCN)C=C1OC
Pazufloxacin (mesylate),1111,O=C(C(C1=O)=CN2[C@@H](C)COC3=C(C4(N)CC4)C(F)=CC1=C23)O.CS(=O)(O)=O
Miconazole (nitrate),1112,[O-][N+](O)=O.ClC1=C(C=CC(Cl)=C1)C(OCC(C=CC(Cl)=C2)=C2Cl)CN3C=CN=C3
N-Acetyl-D-glucosamine,1113,O=C[C@H](NC(C)=O)[C@H]([C@@H]([C@@H](CO)O)O)O
Isatin,1114,O=C1NC2=C(C=CC=C2)C1=O
2-Hydroxy-3-methylbutanoic acid,1115,CC(C)C(O)C(O)=O
Pyruvic acid,1116,CC(C(O)=O)=O
3-Methylxanthine,1117,O=C1N(C)C2=C(N=CN2)C(N1)=O
2-Oxobutanoic acid,1118,CCC(=O)C(O)=O
H-D-Trp-OH,1119,[C@@H](N)(CC1=C[NH]C2=CC=CC=C12)C(=O)O
Pyrocatechuic acid,1120,O=C(O)C1=CC=CC(O)=C1O
"2',4'-Dihydroxyacetophenone",1121,CC(C1=CC=C(O)C=C1O)=O
D-(-)-Mandelic acid,1122,OC([C@H](O)C1=CC=CC=C1)=O
"3,4,5-Trimethoxybenzoic acid",1123,O=C(O)C1=CC(OC)=C(OC)C(OC)=C1
"3,4-Dimethoxyphenylacetic acid",1124,O=C(O)CC1=CC=C(OC)C(OC)=C1
Cytosine,1125,O=C1NC=CC(N)=N1
"2,6-Dihydroxybenzoic acid",1126,O=C(O)C1=C(O)C=CC=C1O
Ferulic acid methyl ester,1127,O=C(/C=C/C1=CC=C(C(OC)=C1)O)OC
Cyclen,1128,C1CNCCNCCNCCN1
Ginsenoside Re,1129,O[C@H]1[C@H](O)[C@@H](CO)O[C@@H](O[C@H]2C[C@]([C@@](CC[C@]3([H])[C@@](C)(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)CC/C=C(C)/C)(C)[C@]3([H])[C@H](O)C5)(C)[C@@]5([H])[C@]6(C)[C@]2([H])C(C)(C)[C@@H](O)CC6)[C@@H]1O[C@@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O
Dehydrocorydaline (chloride),1130,CC1=C(C=CC(OC)=C2OC)C2=C[N+]3=C1C4=CC(OC)=C(OC)C=C4CC3.[Cl-]
Malic acid,1131,O=C(O)C(O)CC(O)=O
Anserine,1132,O=C(O)[C@H](CC1=CN=CN1C)NC(CCN)=O
Indigo,1133,O=C1/C(NC2=C1C=CC=C2)=C3NC4=C(C=CC=C4)C/3=O
Tyramine,1134,C1=C(C=CC(=C1)O)CCN
Sinapinic acid,1135,COC1=C(O)C(OC)=CC(/C=C/C(O)=O)=C1
Quercitrin,1136,OC1=CC(O)=C(C(C(O[C@H]2[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O2)=C(C3=CC(O)=C(O)C=C3)O4)=O)C4=C1
Methyl 2-furoate,1137,O=C(C1=CC=CO1)OC
p-Hydroxybenzaldehyde,1138,O=CC1=CC=C(O)C=C1
Veratric acid,1139,O=C(O)C1=CC=C(OC)C(OC)=C1
Syringaldehyde,1140,O=CC1=CC(OC)=C(O)C(OC)=C1
Carboxin,1141,O=C(C1=C(C)OCCS1)NC2=CC=CC=C2
Fumaric acid,1142,O=C(O)/C=C/C(O)=O
meso-Erythritol,1143,OC[C@@H](O)[C@@H](O)CO.[Relative stereochemistry]
Nicotinuric acid,1144,O=C(O)CNC(C1=CC=CN=C1)=O
5-Methylcytidine,1145,OC[C@@H]1[C@H]([C@H]([C@H](N2C(N=C(C(C)=C2)N)=O)O1)O)O
trans-trans-Muconic acid,1146,O=C(O)/C=C/C=C/C(O)=O
Isovitexin,1147,OC1=C(C2=O)C(OC(C3=CC=C(O)C=C3)=C2)=CC(O)=C1[C@@H]([C@@H]([C@@H](O)[C@@H]4O)O)O[C@@H]4CO
Ureidopropionic acid,1148,O=C(O)CCNC(N)=O
"3,4-Dimethoxycinnamic acid",1149,O=C(O)/C=C/C1=CC=C(OC)C(OC)=C1
Pterostilbene,1150,OC1=CC=C(/C=C/C2=CC(OC)=CC(OC)=C2)C=C1
"3,4,5-Trimethoxycinnamic acid",1151,COC1=C(OC)C(OC)=CC(/C=C/C(O)=O)=C1
D(+)-Raffinose pentahydrate,1152,OC[C@]1(O[C@H](CO)[C@@H](O)[C@@H]1O)O[C@H]([C@@H]([C@@H](O)[C@@H]2O)O)O[C@@H]2CO[C@H]([C@@H]([C@@H](O)[C@H]3O)O)O[C@@H]3CO.O.O.O.O.O
Methyl Paraben,1153,O=C(OC)C1=CC=C(O)C=C1
2-Hydroxy-4-methoxybenzaldehyde,1154,O=CC1=CC=C(OC)C=C1O
DL-Serine,1155,NC(CO)C(O)=O
(S)-2-Hydroxysuccinic acid,1156,O=C(O)[C@@H](O)CC(O)=O
10-Hydroxydecanoic acid,1157,O=C(O)CCCCCCCCCO
Skatole,1158,CC1=CNC2=CC=CC=C12
N-Methylsarcosine,1159,O=C(O)CN(C)C
Octanoic acid,1160,CCCCCCCC(O)=O
"3,5-Dihydroxybenzoic acid",1161,O=C(O)C1=CC(O)=CC(O)=C1
3-Methylbutanoic acid,1162,CC(C)CC(O)=O
Octanedioic acid,1163,C(C(O)=O)CCCCCC(O)=O
2-Benzoxazolinone,1164,O=C1OC2=CC=CC=C2N1
4-Hydroxy-3-methylbenzoic acid,1165,OC(=O)c1ccc(c(c1)C)O
5'-Methylthioadenosine,1166,O[C@@H]([C@H]([C@H](N1C=NC2=C1N=CN=C2N)O3)O)[C@H]3CSC
2'-Deoxyadenosine monohydrate,1167,NC1=C(N=CN2[C@H]3C[C@H](O)[C@H](O3)CO)C2=NC=N1.O
5-Hydroxymethyluracil,1168,O=C1NC(C(CO)=CN1)=O
"1,3-Dimethyluric acid",1169,O=C(N1C)N(C)C2=C(NC(N2)=O)C1=O
"2,2'-Anhydrouridine",1170,OC[C@@H](O1)[C@@H](O)[C@@](O2)([H])[C@]1([H])N(C2=N3)C=CC3=O
Royal Jelly acid,1171,O=C(O)/C=C/CCCCCCCO
Chelidamic acid,1172,O=C(C1=CC(C=C(C(O)=O)N1)=O)O
4(3H)-Quinazolinone,1173,O=C1NC=NC2=C1C=CC=C2
Tedizolid,1174,O=C1O[C@@H](CO)CN1C2=CC=C(C3=CC=C(C4=NN(C)N=N4)N=C3)C(F)=C2
Stachydrine hydrochloride,1175,OC([C@H](CCC1)[N+]1(C)C)=O.[Cl-]
Trigonelline chloride,1176,C[N+]1=CC(C(O)=O)=CC=C1.[Cl-]
Vinpocetine,1177,CCOC(C1=C[C@]2(CC)CCCN3CCC(C4=C(C=CC=C4)N51)=C5[C@]23[H])=O
"3,4-Dihydroxybenzeneacetic acid",1178,OC(=O)Cc1ccc(c(c1)O)O
H-HoPro-OH,1179,O=C([C@H]1NCCCC1)O
Daminozide,1180,O=C(NN(C)C)CCC(O)=O
(R)-3-Hydroxybutanoic acid,1181,C[C@@H](O)CC(O)=O
DL-Dopa,1182,NC(CC1=CC=C(O)C(O)=C1)C(O)=O
Indole-3-carboxylic acid,1183,O=C(O)C1=CNC2=CC=CC=C12
Nepsilon-Acetyl-L-lysine,1184,N[C@@H](CCCCNC(C)=O)C(O)=O
Tyrosol,1185,OCCC1=CC=C(O)C=C1
2-(2-Methylbenzamido)acetic acid,1186,O=C(O)CNC(C1=CC=CC=C1C)=O
4-Ethylphenol,1187,OC1=CC=C(CC)C=C1
"7-Hydroxy-3,4-dihydro-2(1H)-quinolinone",1188,O=C1NC2=C(C=CC(O)=C2)CC1
Guanosine,1189,OC[C@@H]1[C@H]([C@H]([C@H](N2C=NC3=C2N=C(N)NC3=O)O1)O)O
4-Chlorosalicylic acid,1190,C1=CC(=CC(=C1C(O)=O)O)Cl
Mizoribine,1191,O[C@@H]1[C@@H](CO)O[C@@H](N2C(O)=C(C(N)=O)N=C2)[C@@H]1O
Forskolin,1192,O=C1[C@@]2(O)[C@]([C@@H](OC(C)=O)[C@@H](O)[C@@]3([H])C(C)(C)CC[C@H](O)[C@@]32C)(C)O[C@@](C)(C=C)C1
Retinoic acid,1193,CC1(C)C(/C=C/C(C)=C/C=C/C(C)=C/C(O)=O)=C(C)CCC1
Amoxicillin (trihydrate),1194,OC([C@@H]1N(C2=O)[C@]([C@@H]2NC([C@@H](C3=CC=C(O)C=C3)N)=O)([H])SC1(C)C)=O.[3H2O]
Amoxicillin,1195,OC([C@@H]1N(C2=O)[C@]([C@@H]2NC([C@@H](C3=CC=C(O)C=C3)N)=O)([H])SC1(C)C)=O
Niacin,1196,O=C(C1=CC=CN=C1)O
Roquinimex,1197,O=C(C1=C(O)C2=C(N(C)C1=O)C=CC=C2)N(C)C3=CC=CC=C3
Fluconazole,1198,FC1=CC=C(C(O)(CN2C=NC=N2)CN3C=NC=N3)C(F)=C1
Zingerone,1199,COC1=C(O)C=CC(CCC(C)=O)=C1
Galactose 1-phosphate Potassium salt,1200,O=P(O[K])(O[K])O[C@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)CO
Epirubicin (hydrochloride),1201,O=C(C1=C2C(O)=C3[C@@H](O[C@@]4([H])C[C@H](N)[C@@H](O)[C@H](C)O4)C[C@@](C(CO)=O)(O)CC3=C1O)C5=CC=CC(OC)=C5C2=O.Cl
Levoleucovorin (Calcium),1202,O=C1C2=C(NC[C@H](CNC3=CC=C(C(N[C@H](C([O-])=O)CCC([O-])=O)=O)C=C3)N2C=O)NC(N)=N1.[Ca+2]
2-Phospho-L-ascorbic acid trisodium salt,1203,O[C@@H](CO)[C@@H](O1)C(O[Na])=C(OP(O[Na])(O[Na])=O)C1=O
25-Hydroxycholesterol,1204,CC(C)(O)CCC[C@@H](C)[C@H]1CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C
β-Lapachone,1205,O=C(C1=C2OC(C)(C)CC1)C(C3=C2C=CC=C3)=O
5-Methoxyflavone,1206,O=C1C=C(C2=CC=CC=C2)OC3=CC=CC(OC)=C13
Mecarbinate,1207,O=C(C1=C(C)N(C)C2=C1C=C(O)C=C2)OCC
Sulfamethazine,1208,O=S(C1=CC=C(N)C=C1)(NC2=NC(C)=CC(C)=N2)=O
Prednisone,1209,C[C@@]1(C2)[C@](C(CO)=O)(O)CC[C@@]1([H])[C@]3([H])CCC4=CC(C=C[C@]4(C)[C@@]3([H])C2=O)=O
Cefixime,1210,O=C(C(N12)=C(C=C)CS[C@]2([H])[C@H](NC(/C(C3=CSC(N)=N3)=N\OCC(O)=O)=O)C1=O)O
3-Hydroxy-4-methoxycinnamic acid,1211,O=C(O)/C=C/C1=CC=C(OC)C(O)=C1
Simvastatin,1212,CCC(C)(C)C(O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(O3)=O)[C@@]12[H])=O
SAH,1213,N[C@@H](CCSC[C@@H]1[C@H]([C@H]([C@H](N2C=NC3=C2N=CN=C3N)O1)O)O)C(O)=O
Chlorquinaldol,1214,OC1=C2N=C(C)C=CC2=C(Cl)C=C1Cl
4-Hydroxyphenylacetic acid,1215,O=C(O)CC1=CC=C(O)C=C1
Amikacin (sulfate),1216,OS(O)(=O)=O.OS(O)(=O)=O.O[C@@H]1[C@H]([C@@H](C[C@H](N)[C@H]1O[C@@]([C@@H]([C@@H](O)[C@@H]2O)O)([H])O[C@@H]2CN)NC([C@@H](O)CCN)=O)O[C@@]([C@@H]([C@@H](N)[C@@H]3O)O)([H])O[C@@H]3CO
Tetramisole (hydrochloride),1217,[H]Cl.C12=NC(C3=CC=CC=C3)CN1CCS2
Betaine (hydrochloride),1218,C[N+](C)(C)CC(O)=O.[Cl-]
Cinnamic acid,1219,O=C(O)/C=C/C1=CC=CC=C1
3-Methyl-2-oxovaleric acid,1220,CCC(C)C(C(O)=O)=O
Salidroside,1221,O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1OCCC2=CC=C(O)C=C2
Docosahexaenoic Acid,1222,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(O)=O
Tazobactam,1223,O=C([C@@H]([C@@](CN1N=NC=C1)(C)S([C@]2([H])C3)(=O)=O)N2C3=O)O
10-Undecenoic acid (zinc salt),1224,C=CCCCCCCCCC([O-])=O.C=CCCCCCCCCC([O-])=O.[Zn+2]
Norepinephrine,1225,OC1=CC=C([C@@H](O)CN)C=C1O
Ferulic acid (sodium),1226,[O-]C(/C=C/C1=CC=C(O)C(OC)=C1)=O.[Na+]
Choline (chloride),1227,OCC[N+](C)(C)C.[Cl-]
(+)-Borneol,1228,O[C@@H]1[C@](C2(C)C)(C)CC[C@]2([H])C1
Bevirimat,1229,OC([C@]1(CC[C@H]2C(C)=C)[C@@]2([H])[C@](CC[C@@]3([H])[C@]4(CC[C@]5([H])[C@@]3(CC[C@H](OC(CC(C)(C)C(O)=O)=O)C5(C)C)C)C)([H])[C@@]4(C)CC1)=O
Deoxycorticosterone,1230,C[C@@]12[C@@H](C(CO)=O)CC[C@@]1([H])[C@]3([H])CCC4=CC(CC[C@]4(C)[C@@]3([H])CC2)=O
Liquiritin,1231,O=C1C[C@@H](C2=CC=C(O[C@H]3[C@@H]([C@H]([C@@H]([C@@H](CO)O3)O)O)O)C=C2)OC4=CC(O)=CC=C14
Vanillin,1232,O=CC1=CC=C(O)C(OC)=C1
Xanthurenic acid,1233,O=C(C1=NC2=C(O)C=CC=C2C(O)=C1)O
Clindamycin (phosphate),1234,CCC[C@H]1CN(C)[C@H](C(N[C@@]([H])([C@@]2([H])O[C@H](SC)[C@H](OP(O)(O)=O)[C@@H](O)[C@H]2O)[C@@H](Cl)C)=O)C1
Furazolidone,1235,O=C1OCCN1/N=C/C2=CC=C([N+]([O-])=O)O2
Fosinopril (sodium),1236,O=C([O-])[C@H]1N(C(C[P@@](CCCCC2=CC=CC=C2)(O[C@H](OC(CC)=O)C(C)C)=O)=O)C[C@H](C3CCCCC3)C1.[Na+]
Turanose,1237,OCC([C@H]([C@@H]([C@@H](CO)O)O)O[C@@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O)=O
Glycogen,1238,[Glycogen]
Amphotericin B,1239,C[C@H]([C@@H](O)[C@@H](C)[C@H](C)OC1=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@]2([H])O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@]3([H])[C@H](C(O)=O)[C@@H](O)C[C@](C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)C1)(O)O3
Glyparamide,1240,O=S(C1=CC=C(Cl)C=C1)(NC(NC2=CC=C(N(C)C)C=C2)=O)=O
Nafcillin (sodium monohydrate),1241,[O-]C([C@@H]1N(C2=O)[C@]([C@@H]2NC(C(C3=CC=CC=C3C=C4)=C4OCC)=O)([H])SC1(C)C)=O.[Na+].O
Cefoperazone (sodium salt),1242,O=C(C(N12)=C(CSC3=NN=NN3C)CS[C@]2([H])[C@H](NC([C@H](NC(N4C(C(N(CC)CC4)=O)=O)=O)C5=CC=C(O)C=C5)=O)C1=O)[O-].[Na+]
Smilagenin,1243,C[C@@H]1[C@@]2(CC[C@@H](C)CO2)O[C@]3([H])[C@@]1([H])[C@@]4([C@@]([C@@]5([H])[C@]([C@@]6([C@](C[C@@H](O)CC6)([H])CC5)C)([H])CC4)([H])C3)C
L-Cysteine (hydrochloride),1244,N[C@@H](CS)C(O)=O.[H]Cl
5-Methylcytosine,1245,O=C1N=CC(C)=C(N)N1
Tiglic acid,1246,C/C=C(C)/C(O)=O
Arachidic acid,1247,CCCCCCCCCCCCCCCCCCCC(=O)O
2'-Deoxyinosine,1248,OC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)C3)C2=NC=N1
Acetylpyrazine,1249,C1=C(N=CC=N1)C(=O)C
"2,3,4-Trihydroxybenzoic acid",1250,O=C(O)C1=CC=C(O)C(O)=C1O
Veratryl alcohol,1251,OCC1=CC=C(OC)C(OC)=C1
Uridine 5'-monophosphate,1252,O=P(O)(OC[C@@H]1[C@H]([C@H]([C@H](N2C(NC(C=C2)=O)=O)O1)O)O)O
"1,4-Diaminobutane (dihydrochloride)",1253,NCCCCN.[H]Cl.[H]Cl
5-Methyl-2'-deoxycytidine,1254,OC[C@@H]1[C@H](C[C@H](N2C(N=C(C(C)=C2)N)=O)O1)O
1-​beta-​D-​Arabinofuranosylurac​il,1255,O=C1NC(C=CN1[C@H]2[C@H]([C@@H]([C@@H](CO)O2)O)O)=O
D-​(+)​-​Phenyllactic acid,1256,O=C(O)[C@H](O)CC1=CC=CC=C1
Methyl nicotinate,1257,O=C(C1=CC=CN=C1)OC
Quercetin (dihydrate),1258,O=C1C(O)=C(C2=CC=C(O)C(O)=C2)OC3=CC(O)=CC(O)=C13.[H]O[H].[H]O[H]
L-Lysine,1259,N[C@@H](CCCCN)C(O)=O
Hydroquinine,1260,O[C@H](C1=C2C=C(C=CC2=NC=C1)OC)[C@H]3N4CC[C@@]([H])(C3)[C@@H](CC)C4
Undecanoic acid,1261,CCCCCCCCCCC(=O)O
Spermidine,1262,NCCCCNCCCN
Maleic Acid,1263,O=C(O)/C=C\C(O)=O
3-Chloro-L-tyrosine,1264,O=C(O)[C@@H](N)CC1=CC=C(O)C(Cl)=C1
Dicoumarol,1265,O=C1C(CC2=C(O)C3=CC=CC=C3OC2=O)=C(O)C4=CC=CC=C4O1
Urocanic acid,1266,O=C(O)/C=C/C1=CN=CN1
Rauwolscine (hydrochloride),1267,[H]Cl.[H][C@]12C(NC3=C4C=CC=C3)=C4CCN1C[C@@]5([H])CC[C@H](O)[C@@H](C(OC)=O)[C@]5(C2)[H]
Uridine triphosphate,1268,O[C@H]1[C@H](N2C(NC(C=C2)=O)=O)O[C@H](COP(OP(OP(O)(O)=O)(O)=O)(O)=O)[C@H]1O
N-Acetyl-5-hydroxytryptamine,1269,CC(NCCC1=CNC2=C1C=C(O)C=C2)=O
L-Cysteine,1270,N[C@@H](CS)C(O)=O
Gluconate (sodium),1271,O[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)C([O-])=O.[Na+]
Glycine,1272,NCC(O)=O
Gabapentin,1273,O=C(O)CC1(CN)CCCCC1
Taurine,1274,NCCS(=O)(O)=O
Xanthine,1275,O=C(N1)NC2=C(N=CN2)C1=O
